,Employer,Address,Positions,Province,NOC,Stream,Incorporate_status,LMIAs,YEAR,PERIOD,NOC_code,NOC_label
22594,Daniel Ls Enterprises Ltd.,"Chilliwack, BC V2R 6E7",1,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22595,Dasher Holdings Ltd.,"Smithers, BC V0J 2N0",6,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,2,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
22596,DAV JANITORIAL SERVICES LTD,"SURREY, BC V3T 4M4",2,British Columbia,6731-Light duty cleaners,Low Wage,Unknown,1,2024,Q1,6731,Light duty cleaners
22597,Dawat Restaurant Ltd. dba Palki Restaurant,"North Vancouver, BC V7L 2P9",2,British Columbia,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
22598,Dawat Restaurant Ltd. dba Palki Restaurant,"North Vancouver, BC V7L 2P9",3,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22599,DAYSTAR STUCCOO LTD.,"KELOWNA, BC V1Y 4J2",2,British Columbia,7611-Construction trades helpers and labourers,Low Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
22600,Decibel Entertainment Limited,"Surrey, BC V3S 5X5",1,British Columbia,1241-Administrative assistants,Low Wage,Unknown,1,2024,Q1,1241,Administrative assistants
22601,Decimal Security Inc.,"Surrey, BC V3T 2V6",2,British Columbia,6316-Other services supervisors,Low Wage,Unknown,1,2024,Q1,6316,Other services supervisors
22602,Deep Creek Fuels Inc,"Williams Lake, BC V2G 4Z2",1,British Columbia,6211-Retail sales supervisors,Low Wage,Unknown,1,2024,Q1,6211,Retail sales supervisors
22603,Deepak Sharma Dba Peace Furniture,"Surrey, BC V3W 4E7",2,British Columbia,7611-Construction trades helpers and labourers,Low Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
22604,Deepti chhabra physiotherapist corporation,"Delta, BC V4C 2W4",1,British Columbia,1241-Administrative assistants,Low Wage,Unknown,1,2024,Q1,1241,Administrative assistants
22605,deeya pervez enterprises ltd,"victoria, BC V8T 4E2",2,British Columbia,6611-Cashiers,Low Wage,Unknown,1,2024,Q1,6611,Cashiers
22606,DEGA Holdings Ltd o/a Tim Hortons,"Squamish, BC V8B 0K5",6,British Columbia,6311-Food service supervisors,Low Wage,Unknown,2,2024,Q1,6311,Food service supervisors
22607,Dehil foods Company Guildford Ltd,"Surrey, BC V3R 7C1",2,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
22608,Deklla Developments Ltd.,"Pouce Coupe, BC V0C 2C0",1,British Columbia,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
22609,Deklla Developments Ltd.,"Pouce Coupe, BC V0C 2C0",1,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
22610,Delight Street Eats Ltd.,"Delta, BC V4C 6R6",3,British Columbia,6513-Food and beverage servers,Low Wage,Unknown,1,2024,Q1,6513,Food and beverage servers
22611,Delight Street Eats Ltd.,"Delta, BC V4C 6R6",2,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
22612,DELTA BOYS CONSTRUCTION LTD.,"DELTA, BC V4C 2E6",2,British Columbia,7611-Construction trades helpers and labourers,Low Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
22613,DELTA GOLF COURSE (2015) LTD.,"Delta, BC V4K 3N3",3,British Columbia,6513-Food and beverage servers,Low Wage,Unknown,1,2024,Q1,6513,Food and beverage servers
22614,Deluxe Oak Bay Services Inc.,"Victoria, BC V8R 5G9",1,British Columbia,"6733-Janitors, caretakers and building superintendents",Low Wage,Unknown,1,2024,Q1,6733,"Janitors, caretakers and building superintendents"
22615,Derma Bright Enterprises Ltd,"vancouver, BC V6K 4M1",2,British Columbia,"6562-Estheticians, electrologists and related occupations",Low Wage,Unknown,1,2024,Q1,6562,"Estheticians, electrologists and related occupations"
22616,Desh Malwa Constructing Ltd,"Victoria, BC V9B 3R2",1,British Columbia,7611-Construction trades helpers and labourers,Low Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
22617,Design Stucco Ltd,"Abbotsford, BC V2S 7W8",2,British Columbia,7611-Construction trades helpers and labourers,Low Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
22618,Deus Plumbing & Heating Ltd.,"Abbotsford, BC V2S 2B8",1,British Columbia,1241-Administrative assistants,Low Wage,Unknown,1,2024,Q1,1241,Administrative assistants
22619,Deus Plumbing & Heating Ltd.,"Abbotsford, BC V2S 2B8",2,British Columbia,7612-Other trades helpers and labourers,Low Wage,Unknown,1,2024,Q1,7612,Other trades helpers and labourers
22620,Developmental Disabilities Association,"Richmond, BC V6X 2W2",1,British Columbia,4212-Social and community service workers,Low Wage,Unknown,1,2024,Q1,4212,Social and community service workers
22621,Devkhush industries Ltd.,"Cranbrook, BC V1C 3R1",1,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22622,Devkhush industries Ltd.,"Cranbrook, BC V1C 3R1",1,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
22623,Devotion Nail Spa & Salon Inc,"Kelowna, BC V1Y 9V9",3,British Columbia,"6562-Estheticians, electrologists and related occupations",Low Wage,Unknown,1,2024,Q1,6562,"Estheticians, electrologists and related occupations"
22624,Dha Homes Ltd,"Surrey, BC V3S 2T8",2,British Columbia,7611-Construction trades helpers and labourers,Low Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
22625,Dhaliwal Sweets Ltd.,"Surrey, BC V3W 4G3",2,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
22626,Dhaliwal Ventures Inc,"Surrey, BC V3S 1Z9",2,British Columbia,"9614-Labourers in wood, pulp and paper processing",Low Wage,Unknown,1,2024,Q1,9614,"Labourers in wood, pulp and paper processing"
22627,Dhanda & Company Chartered Accountant Ltd.,"Abbotsford, BC V2T 2X6",2,British Columbia,1311-Accounting technicians and bookkeepers,Low Wage,Unknown,1,2024,Q1,1311,Accounting technicians and bookkeepers
22628,DHANTI INVESTMENTS LTD.,"SURREY, BC V4N 3G4",3,British Columbia,6311-Food service supervisors,Low Wage,Unknown,3,2024,Q1,6311,Food service supervisors
22629,Dhara Patel Food Services Corporation,"Vernon, BC V1T 9V2",2,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22630,DHILLON & BRAR CONSTRUCTION LTD.,"Surrey, BC V3R 7E7",2,British Columbia,7611-Construction trades helpers and labourers,Low Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
22631,Dhillon Immigration Ltd.,"Surrey, BC V3W 2V7",1,British Columbia,1241-Administrative assistants,Low Wage,Unknown,1,2024,Q1,1241,Administrative assistants
22632,Diamond Carpet Centre Ltd.,"Surrey, BC V3W 4E6",1,British Columbia,1241-Administrative assistants,Low Wage,Unknown,1,2024,Q1,1241,Administrative assistants
22633,DIESEL PRO TRUCK SERVICE LTD,"Surrey, BC V3R 7S2",1,British Columbia,7612-Other trades helpers and labourers,Low Wage,Unknown,1,2024,Q1,7612,Other trades helpers and labourers
22634,Dinestcorp Holding Ltd,"Richmond, BC V6X 3J9",2,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22635,DIVA 9 STUDIO INC.,"Delta, BC V4C 6P7",1,British Columbia,"6562-Estheticians, electrologists and related occupations",Low Wage,Unknown,1,2024,Q1,6562,"Estheticians, electrologists and related occupations"
22636,DIWAN A DAWETT RESTAURANT LTD O/A DAWETT RESTAURANT,"Kelowna, BC V1Y 2A3",1,British Columbia,1241-Administrative assistants,Low Wage,Unknown,1,2024,Q1,1241,Administrative assistants
22637,DIWAN A DAWETT RESTAURANT LTD O/A DAWETT RESTAURANT,"Kelowna, BC V1Y 2A3",1,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22638,DJBC Holdings Ltd.,"Chetwynd, BC V0C 1J0",2,British Columbia,6311-Food service supervisors,Low Wage,Unknown,2,2024,Q1,6311,Food service supervisors
22639,DJBC Holdings Ltd.,"Chetwynd, BC V0C 1J0",2,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22640,DL Bins Ltd,"Cobble Hill, BC V0R 1L2",4,British Columbia,"9619-Other labourers in processing, manufacturing and utilities",Low Wage,Unknown,1,2024,Q1,9619,"Other labourers in processing, manufacturing and utilities"
22641,DM Marketing Ltd.,"New Westminster, BC V3M 6B9",1,British Columbia,6611-Cashiers,Low Wage,Unknown,1,2024,Q1,6611,Cashiers
22642,Doaba Meat Corner Ltd.,"ABBOTSFORD, BC V2T 1V6",0,British Columbia,"6331-Butchers, meat cutters and fishmongers - retail and wholesale",Low Wage,Unknown,1,2024,Q1,6331,"Butchers, meat cutters and fishmongers - retail and wholesale"
22643,Dockside Brewing Co. LTD,"Vancouver, BC V6H 3R9",1,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22644,Doctor Countertop Ltd,"West Kelowna, BC V1Z 3E7",1,British Columbia,1241-Administrative assistants,Low Wage,Unknown,1,2024,Q1,1241,Administrative assistants
22645,Doctor Countertop Ltd,"West Kelowna, BC V1Z 3E7",5,British Columbia,7283-Tilesetters,Low Wage,Unknown,1,2024,Q1,7283,Tilesetters
22646,Don Docksteader Motors Ltd,"Vancouver, BC V6P 6N6",1,British Columbia,1414-Receptionists,Low Wage,Unknown,1,2024,Q1,1414,Receptionists
22647,Doni's Sprayers & Power Washing Ltd.,"Abbotsford, BC V2S 1X7",2,British Columbia,6732-Specialized cleaners,Low Wage,Unknown,1,2024,Q1,6732,Specialized cleaners
22648,DONNA HOUSE OF NAILS LTD.,"Vancouver, BC V6E 4S2",1,British Columbia,"6562-Estheticians, electrologists and related occupations",Low Wage,Unknown,1,2024,Q1,6562,"Estheticians, electrologists and related occupations"
22649,Don't Look Down Tattoo and Apparel Ltd.,"Kelowna, BC V1Y 2E6",1,British Columbia,"6562-Estheticians, electrologists and related occupations",Low Wage,Unknown,1,2024,Q1,6562,"Estheticians, electrologists and related occupations"
22650,Door to Door Construction Ltd.,"Surrey, BC V3R 3V6",2,British Columbia,7611-Construction trades helpers and labourers,Low Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
22651,Dorazio Retail Group Inc.,"Trail, BC V1R 4W4",5,British Columbia,"6622-Store shelf stockers, clerks and order fillers",Low Wage,Unknown,1,2024,Q1,6622,"Store shelf stockers, clerks and order fillers"
22652,Dos Amigos Hospitality Ltd.,"Vancouver, BC V6A 2P3",1,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22653,Dosa Factory Restaurant Ltd.,"Vancouver, BC V5V 3E3",1,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22654,Double B Holdings Ltd,"Prince George, BC V2M 1V8",12,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,3,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
22655,douglas street restaurant(1997) ltd.,"Victoria, BC V8T 4L7",1,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
22656,Dove Real Estate Ltd. (Stampeder Motel),"Williams Lake, BC V2G 1B2",1,British Columbia,6731-Light duty cleaners,Low Wage,Unknown,1,2024,Q1,6731,Light duty cleaners
22657,Dovehill House Ltd,"Chemainus, BC V0R 1K2",1,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
22658,DPZ Kootenays Ltd.,"Cranbrook, BC V1C 3S5",3,British Columbia,6311-Food service supervisors,Low Wage,Unknown,3,2024,Q1,6311,Food service supervisors
22659,DR MK Mangat INC,"Vancouver, BC V5W 2Z6",1,British Columbia,1241-Administrative assistants,Low Wage,Unknown,1,2024,Q1,1241,Administrative assistants
22660,Dr. B. Randhawa Inc,"Agassiz, BC V0M 1A0",2,British Columbia,1241-Administrative assistants,Low Wage,Unknown,1,2024,Q1,1241,Administrative assistants
22661,Dr. Barend Zack Inc,"Vancouver, BC V3T 0M1",1,British Columbia,1243-Medical administrative assistants,Low Wage,Unknown,1,2024,Q1,1243,Medical administrative assistants
22662,Dr. David H Olson Chiropractic Corporation,"North Vancouver, BC V7R 2X5",1,British Columbia,1243-Medical administrative assistants,Low Wage,Unknown,1,2024,Q1,1243,Medical administrative assistants
22663,Dr. Felix Yang Inc,"Surrey, BC V3W 2P2",1,British Columbia,1243-Medical administrative assistants,Low Wage,Unknown,1,2024,Q1,1243,Medical administrative assistants
22664,Dr. Forson Chan and Dr. Kristie Wong Inc.,"Burnaby, BC V5H 4S1",1,British Columbia,1243-Medical administrative assistants,Low Wage,Unknown,1,2024,Q1,1243,Medical administrative assistants
22665,Dr. Kamaldeep Panag Inc.,"Delta, BC V4C 0E1",1,British Columbia,1241-Administrative assistants,Low Wage,Unknown,1,2024,Q1,1241,Administrative assistants
22666,DR. LEE DENTAL CORP.,"COQUITLAM, BC V3K 3V8",1,British Columbia,1243-Medical administrative assistants,Low Wage,Unknown,1,2024,Q1,1243,Medical administrative assistants
22667,Dr. M. Mostert Inc,"FORT NELSON, BC V0C 1R0",1,British Columbia,3414-Other assisting occupations in support of health services,Low Wage,Unknown,1,2024,Q1,3414,Other assisting occupations in support of health services
22668,Dr. Wayne W Lai Inc.,"Kelowna, BC V1Y 4X3",2,British Columbia,1243-Medical administrative assistants,Low Wage,Unknown,1,2024,Q1,1243,Medical administrative assistants
22669,Dr. Zuhair N. Ladha Podriatric Corp.,"Burnaby, BC V5C 2J9",1,British Columbia,1241-Administrative assistants,Low Wage,Unknown,1,2024,Q1,1241,Administrative assistants
22670,Dragon Lotus Restaurant Ltd,"Peachland, BC V0H 1X7",1,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
22671,Dream Banquet Hall Ltd,"SURREY, BC V3W 3M9",3,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
22672,Dream Finder Construction Ltd.,"Surrey, BC V3S 0Z4",2,British Columbia,7611-Construction trades helpers and labourers,Low Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
22673,Dreamline Food Inc.,"Langley, BC V3A 8T1",1,British Columbia,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
22674,Dreamline Food Inc.,"Langley, BC V3A 8T1",2,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22675,Dreamline Food Inc.,"Langley, BC V3A 8T1",1,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
22676,Drishti Media Group Ltd.,"Surrey, BC V3V 2T9",1,British Columbia,1241-Administrative assistants,Low Wage,Unknown,1,2024,Q1,1241,Administrative assistants
22677,DSK Drywall and Taping Ltd,"Surrey, BC V3W 2R1",2,British Columbia,7611-Construction trades helpers and labourers,Low Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
22678,DSM EXCAVATING & CONTRACTING LTD.,"Surrey, BC V3S 7X1",3,British Columbia,7611-Construction trades helpers and labourers,Low Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
22679,Dsouza Restaurants,"Surrey, BC V3R 0J8",2,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22680,DT Nails Ltd.,"Langley, BC V3A 4G4",1,British Columbia,"6562-Estheticians, electrologists and related occupations",Low Wage,Unknown,1,2024,Q1,6562,"Estheticians, electrologists and related occupations"
22681,Dual Temp Mechanical Ltd,"Surrey, BC V3W 8W7",4,British Columbia,7611-Construction trades helpers and labourers,Low Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
22682,Dubh Linn Gate Partners Company,"Whistler, BC V8E 1G6",7,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22683,Dulai Landscaping and Lawn Sprinklers Ltd.,"Delta, BC V4C 7R7",1,British Columbia,2225-Landscape and horticulture technicians and specialists,Low Wage,Unknown,1,2024,Q1,2225,Landscape and horticulture technicians and specialists
22684,Duso's Foods Ltd,"Vancouver, BC V6H 3R9",1,British Columbia,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
22685,DUSTY ROSE PAINTING & HOME IMPROVEMENTS LTD,"Kelowna, BC V1X 3W2",2,British Columbia,7611-Construction trades helpers and labourers,Low Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
22686,DV Nails & Spa Inc.,"KELOWNA, BC V1Y 1W3",2,British Columbia,"6562-Estheticians, electrologists and related occupations",Low Wage,Unknown,1,2024,Q1,6562,"Estheticians, electrologists and related occupations"
22687,DVNS Holdings Incorporated,"Port Coquitlam, BC V3C 3H1",1,British Columbia,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
22688,Dynamic Windows & Doors Inc,"Abbotsford, BC V2T 6W3",3,British Columbia,9533-Other wood products assemblers and inspectors,Low Wage,Unknown,1,2024,Q1,9533,Other wood products assemblers and inspectors
22689,E.N.H Cabinets Ltd.,"Abbotsford, BC V2T 6Z2",2,British Columbia,7611-Construction trades helpers and labourers,Low Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
22690,Eagle Imports Ltd.,"Surrey, BC V3Z 3V2",1,British Columbia,1241-Administrative assistants,Low Wage,Unknown,1,2024,Q1,1241,Administrative assistants
22691,Eagle21 Construction Ltd,"Surrey, BC V3V 5P2",2,British Columbia,7611-Construction trades helpers and labourers,Low Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
22692,Earl’s Cafe Fish LTD (Earls on Fir),"Vancouver, BC V6J 1W9",3,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
